specificity,file_path,row_num,row_id,field_citation,field_iso3,parent_id,input_type,modelable_entity_id,modelable_entity_name,underlying_nid,underlying_field_citation_value,page_num,table_num,source_type,location_name,location_name_2,location_id_2,location flag,location_id,ihme_loc_id,smaller_site_unit,site_memo,representative_name,urbanicity_type,recall_type,recall_type_value,sampling_type,lat,long,latlong_source+S:Z,location type,geo_accuracy,geo_precision,shape_type,poly_type,buffer_radius,poly_reference,poly_id,poly_id_field_name,site_notes,sex,sex_issue,year_start,month_start,year_end,month_end,year_accuracy,year_issue,age_start,age_end,age_issue,age_demographer,measure,range_only,range_lower,range_upper,mean,lower,upper,standard_error,effective_sample_size,cases,sample_size,mf_density_pos,mf_density_tot,density issue,density notes,design_effect,unit_type,unit_value_as_published,measure_issue,measure_adjustment,uncertainty_type,uncertainty_type_value,response_rate,case_name,case_definition,case_diagnostics,filarial species,vector Culex,vector Anopheles,vector Aedes,vector Mansonia,dominant vector,group,unique,group_review,note_modeler,note_SR,Exclude,extractor,is_outlier,data_sheet_filepath,cv_TxNum,cv_TxPerc,COMMENTS,cv_MDAbase,cv_MDAend,cv_MDAschool,n_rounds,cv_SS,cv_spotcheck,cv_LQAS,cv_mapping_survey,cv_ICT,cv_blood_smear,cv_filter,cv_Og4C3,cv_oth_diag,cv_vector control,cv_OtherIntervention1,cv_OtherIntervention2,InterventionType,cv_Slum,CityName,cv_Pregnant,cv_Indigenous,GroupName,cv_DxType,cv_NumStools,cv_DxConcentration,loc_id,title,nid,diag_BS,diag_ICT,diag_ELISA_Ab,diag_ELISA_Ag,diag_other,V2,Comments_KK
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2404,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Vadakkuthangal,Representative for subnational location only,rural,Point,NA,Probability,12.020008,79.095355,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2003,Mar,2003,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.2073,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenemia,CFA in blood,positive ICT test (100 cmm sample),Wuchereria bancrofti,NA,NA,NA,NA,,286,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.944,Compliance (portion of population actually consuming drug)=.836,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,NA,1,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2173,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Sorayapattu,Representative for subnational location only,rural,Point,NA,Probability,11.990912,79.134468,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2177,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Sorayapattu,Representative for subnational location only,rural,Point,NA,Probability,11.990912,79.134468,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,287.2760616,NA,1,reported as geometric mean of mf/20cmm for all persons surveyed using GMI=exp(sum(log x+1)/n)-1 where x=#mf for an individual and n=#surveyed,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2185,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Vadakkuthangal,Representative for subnational location only,rural,Point,NA,Probability,12.020008,79.095355,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2189,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Vadakkuthangal,Representative for subnational location only,rural,Point,NA,Probability,12.020008,79.095355,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,287.2760616,NA,1,reported as geometric mean of mf/20cmm for all persons surveyed using GMI=exp(sum(log x+1)/n)-1 where x=#mf for an individual and n=#surveyed,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2197,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,T. Athipakkam,Representative for subnational location only,rural,Point,NA,Probability,12.020307,79.154842,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2201,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,T. Athipakkam,Representative for subnational location only,rural,Point,NA,Probability,12.020307,79.154842,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,287.2760616,NA,1,reported as geometric mean of mf/20cmm for all persons surveyed using GMI=exp(sum(log x+1)/n)-1 where x=#mf for an individual and n=#surveyed,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2209,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,K D Mangalam,Representative for subnational location only,rural,Point,NA,Probability,11.97776431,79.16608435,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2213,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,K D Mangalam,Representative for subnational location only,rural,Point,NA,Probability,11.97776431,79.16608435,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,287.2760616,NA,1,reported as geometric mean of mf/20cmm for all persons surveyed using GMI=exp(sum(log x+1)/n)-1 where x=#mf for an individual and n=#surveyed,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2221,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,V. Chittamur,Representative for subnational location only,rural,Point,NA,Probability,11.9922441,79.27029997,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2225,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,V. Chittamur,Representative for subnational location only,rural,Point,NA,Probability,11.9922441,79.27029997,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,287.2760616,NA,1,reported as geometric mean of mf/20cmm for all persons surveyed using GMI=exp(sum(log x+1)/n)-1 where x=#mf for an individual and n=#surveyed,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2233,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Sennakunam,Representative for subnational location only,rural,Point,NA,Probability,11.96846786,79.34063506,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2237,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Sennakunam,Representative for subnational location only,rural,Point,NA,Probability,11.96846786,79.34063506,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,287.2760616,NA,1,reported as geometric mean of mf/20cmm for all persons surveyed using GMI=exp(sum(log x+1)/n)-1 where x=#mf for an individual and n=#surveyed,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2245,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Thandaral,Representative for subnational location only,rural,Point,NA,Probability,12.05531981,79.24673792,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2249,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Thandaral,Representative for subnational location only,rural,Point,NA,Probability,12.05531981,79.24673792,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,287.2760616,NA,1,reported as geometric mean of mf/20cmm for all persons surveyed using GMI=exp(sum(log x+1)/n)-1 where x=#mf for an individual and n=#surveyed,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2257,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Appanendal,Representative for subnational location only,rural,Point,NA,Probability,12.01048031,79.2511712,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2261,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Appanendal,Representative for subnational location only,rural,Point,NA,Probability,12.01048031,79.2511712,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,287.2760616,NA,1,reported as geometric mean of mf/20cmm for all persons surveyed using GMI=exp(sum(log x+1)/n)-1 where x=#mf for an individual and n=#surveyed,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2269,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Mugaiyur,Representative for subnational location only,rural,Point,NA,Probability,11.975306,79.306015,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2273,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Mugaiyur,Representative for subnational location only,rural,Point,NA,Probability,11.975306,79.306015,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.0297,NA,NA,NA,NA,NA,NA,287.2760616,NA,1,reported as geometric mean of mf/20cmm for all persons surveyed using GMI=exp(sum(log x+1)/n)-1 where x=#mf for an individual and n=#surveyed,NA,person,1,NA,NA,NA,NA,NA,persons showing microfilaria,microfilaria in blood,microfilaria in a 20 cmm blood smear,Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,NA,1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,1,NA,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2389,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Sorayapattu,Representative for subnational location only,rural,Point,NA,Probability,11.990912,79.134468,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0.0258,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenemia,CFA in blood,positive ICT test (100 cmm sample),Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,NA,1,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2393,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Sorayapattu,Representative for subnational location only,rural,Point,NA,Probability,11.990912,79.134468,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,10,25,0,1,prevalence,NA,NA,NA,0.1337,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenemia,CFA in blood,positive ICT test (100 cmm sample),Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,NA,1,0,NA,0,21,
age and location,J:\Project\NTDS\data\LF\Exctracted PDFs\Rajendran_Community-based_study_DEC_ALB_BF_Tamil_Nadu_south_India.pdf,2401,NA,,,NA,NA,1491,Prevalence of detectable microfiliaria due to lymphatic filariasis,NA,NA,,,Survey - cross-sectional,Tamil N?du|IND_4870,,NA,NA,4870,IND_4870,1,Vadakkuthangal,Representative for subnational location only,rural,Point,NA,Probability,12.020008,79.095355,Google earth and map in article,village,1,0,point,,NA,,NA,,,Both,NA,2004,Mar,2004,Mar,0,NA,2,5,0,1,prevalence,NA,NA,NA,0.0258,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,person,1,NA,NA,NA,NA,NA,antigenemia,CFA in blood,positive ICT test (100 cmm sample),Wuchereria bancrofti,NA,NA,NA,NA,,287,NA,NA,NA,Extracted pooly. Re-extracted. Exclude.,1,cserway,0,NA,NA,0.788,Compliance (portion of population actually consuming drug)=.651,NA,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4870,,136505,NA,1,0,NA,0,21,
